ScoutId,MatchKey,Alliance,DriverStation,TeamNumber,Preloaded,AutoGrid,AutoMissed,Mobile,AutoAttemptedCharge,AutoChargingState,AutoNotes,TeleopGrid,TeleopMissed,TeleopNotes,EndgameAttemptedCharge,EndgameFinalCharge,FinalChargeTime,EndgameNotes,Disable,Tippy,DefenseTime,DefenseRating,DriverRating,RatingNotes,scanRaw,AutoCones,AutoCubes,TeleopCones,TeleopCubes,AttemptedTripleBalance,SuccessfulTripleBalance,uuid
darren,qm122,red,3,11,true,6H|5Lcube,0.0,1.0,Engage,,,9Lcube|9M|9H|8Lcube|8M|7M|6Lcube|6M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,darren|qm|122|red|3|11|true|4H|5Lcube|0|true|Engage|||1Lcube|1M|1H|2Lcube|2M|3M|4Lcube|4M|0||Engage|Engage|||false|false|0|0|4|,['High'],['Low'],"['Mid', 'High', 'Mid', 'Mid']","['Low', 'Low', 'Mid', 'Low']",1.0,1.0,62f12c0b-15e3-40f3-8897-898add41ad1b
aarav,qm122,red,1,3538,false,2M,0.0,0.0,None,,,4M|4H|3H|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,aarav|qm|122|red|1|3538|false|8M|0|false||||6M|6H|7H|9H|0||Engage|Engage|||false|false|0|0|4|,[],['Mid'],"['Mid', 'High', 'High', 'High']",[],1.0,1.0,12016303-5ac1-4e1d-a61b-c201139ab81b
Agneya,qm122,red,2,5553,true,7Lcube,1.0,1.0,None,None,,7H|6Lcone|5H,0.0,,Engage,Engage,,got defended a lot by the other alliance ,0.0,0.0,0.0,0.0,2.0,,Agneya|qm|122|red|2|5553|true|3Lcube|1|true||None||3H|4Lcone|5H|0||Engage|Engage||got defended a lot by the other alliance |false|false|0|0|2|,[],['Low'],"['High', 'Low']",['High'],1.0,1.0,8d269897-a1ff-492a-a997-f7ce824f252d
paul,qm123,blue,3,6817,true,7Lcube,0.0,1.0,None,,,,0.0,,None,Park,,,0.0,0.0,80.0,1.0,1.0,,paul|qm|123|blue|3|6817|true|7Lcube|0|true|||||0|||Park|||false|false|80|1|1|,[],['Low'],[],[],0.0,0.0,bfbb2f9a-a612-4b52-b60a-bb81fe058d00
Nicole,qm123,blue,2,7428,true,2H,0.0,0.0,None,,,4M|5Lcube|6M|7M|8M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Nicole|qm|123|blue|2|7428|true|2H|0|false||||4M|5Lcube|6M|7M|8M|0||Engage|Engage|||false|false|0|0|0|,[],['High'],"['Mid', 'Mid', 'Mid']","['Low', 'Mid']",0.0,0.0,5fd3e53e-d789-407c-8794-75bef6e4b55c
alexander,qm123,blue,1,9023,true,5M,0.0,1.0,Engage,Engage,,1Lcube|3Lcube|5Lcube|5M|8Lcube|9Lcube,1.0,,Engage,Engage,,Double EngageEngaged Quickly| but considered doing another cycle at only ten seconds left.,0.0,0.0,0.0,0.0,4.0,,alexander|qm|123|blue|1|9023|true|5M|0|true|Engage|Engage||1Lcube|3Lcube|5Lcube|5M|8Lcube|9Lcube|1||Engage|Engage||Double EngageEngaged Quickly| but considered doing another cycle at only ten seconds left.|false|false|0|0|4|,[],['Mid'],[],"['Low', 'Low', 'Low', 'Mid', 'Low', 'Low']",0.0,0.0,b1b78f7f-d2ad-4c10-a29f-793c0fa6200c
Agneya,qm123,red,2,4522,true,5Lcube|2Lcone|1Lcube,3.0,1.0,None,None,,8M|7M|7H|6H|5M|5H|4H|3M,2.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,5.0,,Agneya|qm|123|red|2|4522|true|5Lcube|8Lcone|9Lcube|3|true||None||2M|3M|3H|4H|5M|5H|6H|7M|2||Engage|Dock|||false|false|0|0|5|,['Low'],"['Low', 'Low']","['Mid', 'High', 'High', 'High', 'Mid']","['Mid', 'Mid', 'High']",0.0,0.0,72217fce-b0e9-4eba-943e-1bc14f6cbb94
aarav,qm123,red,1,5990,false,,0.0,0.0,Engage,None,,9H|8H|7H|2Lcube,0.0,,None,,,,0.0,0.0,0.0,0.0,0.0,,aarav|qm|123|red|1|5990|false||0|false|Engage|None||1H|2H|3H|8Lcube|0||||||false|false|0|0|0|,[],[],"['High', 'High']","['High', 'Low']",0.0,0.0,8083ce1b-780a-4b36-912a-e55de439c671
darren,qm123,red,3,9062,true,5Lcone,0.0,1.0,Engage,Engage,,,3.0,shooter lol,Engage,None,,swerve messed itself up,0.0,0.0,0.0,0.0,0.0,,darren|qm|123|red|3|9062|true|5Lcone|0|true|Engage|Engage|||3|shooter lol|Engage|None||swerve messed itself up|false|false|0|0|0|,['Low'],[],[],[],0.0,0.0,f922881f-cd9b-44a4-a1b3-80fbe530faea
paul,qm124,blue,3,1123,true,8M|8H,0.0,1.0,None,,,1H|2M|2H|3Lcube|3H|5Lcube,0.0,,None,Park,,,0.0,0.0,0.0,0.0,4.0,,paul|qm|124|blue|3|1123|true|8M|8H|0|true||||1H|2M|2H|3Lcube|3H|5Lcube|0|||Park|||false|false|0|0|4|,[],"['Mid', 'High']","['High', 'High']","['Mid', 'High', 'Low', 'Low']",0.0,0.0,75428014-8023-4f17-84e7-cdef31e6b103
Nicole,qm124,blue,2,3003,true,4H,0.0,1.0,Engage,None,,6H|7Lcone|7M|7H|8Lcube|9Lcone|9H,0.0,,Engage,Engage,,,0.0,1.0,0.0,0.0,3.0,Spun with arm out to score and tipped over a bit,Nicole|qm|124|blue|2|3003|true|4H|0|true|Engage|None||6H|7Lcone|7M|7H|8Lcube|9Lcone|9H|0||Engage|Engage|||false|true|0|0|3|Spun with arm out to score and tipped over a bit,['High'],[],"['High', 'Low', 'Mid', 'High', 'Low', 'High']",['Low'],0.0,0.0,67f1240a-ba47-4bab-8d1e-e24d8e486110
Sanjay,qm124,blue,1,7072,true,,1.0,1.0,None,None,,,0.0,,Engage,Engage,7,,1.0,0.0,100.0,1.0,0.0,disabled for like 10 seconds but came back up later,Sanjay|qm|124|blue|1|7072|true||1|true||None|||0||Engage|Engage|7||true|false|100|1|0|disabled for like 10 seconds but came back up later,[],[],[],[],0.0,0.0,b7fdc345-e057-448a-9b64-c67926fa8858
Agneya,qm124,red,2,1468,true,8H,0.0,1.0,None,None,,8M|6H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,1.0,,Agneya|qm|124|red|2|1468|true|2H|0|true||None||2M|4H|0||Engage|Engage|||false|false|0|0|1|,[],['High'],['High'],['Mid'],1.0,1.0,3bcbde8c-bdf7-4e9e-9a1b-da9c20cbdb82
darren,qm124,red,1,4143,true,8H|7H,1.0,1.0,None,,,4Lcone|3Lcone|3M|3H|2Lcone|2M|2H|1M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,darren|qm|124|red|1|4143|true|2H|3H|1|true||||6Lcone|7Lcone|7M|7H|8Lcone|8M|8H|9M|0||Engage|Engage|||false|false|0|0|4|,['High'],['High'],"['Low', 'Low', 'Mid', 'High', 'Low', 'Mid']","['Mid', 'High']",1.0,1.0,4e4f42b7-9fc6-433a-8336-7118f11ec2cb
darre,qm124,red,3,5172,true,5Lcube,0.0,0.0,None,,,9M|9H|8Lcube|7Lcube|7M,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,darre|qm|124|red|3|5172|true|5Lcube|0|false||||1M|1H|2Lcube|3Lcube|3M|1||Engage|Engage|||false|false|0|0|0|,[],['Low'],"['Mid', 'High', 'Mid']","['Low', 'Low']",1.0,1.0,285a0fde-f78b-408f-888c-8d2fb007186b
Nicole,qm125,blue,2,1023,true,1M,1.0,1.0,None,,,3M|4M|7Lcube|7M|8Lcube|8M|9M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Nicole|qm|125|blue|2|1023|true|1M|1|true||||3M|4M|7Lcube|7M|8Lcube|8M|9M|0||Engage|Engage|||false|false|0|0|4|,['Mid'],[],"['Mid', 'Mid', 'Mid', 'Mid']","['Low', 'Low', 'Mid']",0.0,0.0,8c68cb6a-4f3f-4e32-a606-e42187b831b0
paul,qm125,blue,3,1156,true,2H,0.0,0.0,None,None,,2Lcube|2M|2H|3Lcube|4M|5M|5H|6M,0.0,,Engage,Engage,3,,0.0,0.0,0.0,0.0,4.0,,paul|qm|125|blue|3|1156|true|2H|0|false||None||2Lcube|2M|2H|3Lcube|4M|5M|5H|6M|0||Engage|Engage|3||false|false|0|0|4|,[],['High'],"['Mid', 'Mid']","['Low', 'Mid', 'High', 'Low', 'Mid', 'High']",0.0,0.0,51fdd6eb-129c-4118-8f2c-79aaf59e37f7
Sanjay,qm125,blue,1,4099,true,9H,0.0,1.0,None,None,,4H|6H|7H|8H,0.0,,None,None,,,1.0,0.0,0.0,0.0,5.0,disabled =,Sanjay|qm|125|blue|1|4099|true|9H|0|true||None||4H|6H|7H|8H|0|||None|||true|false|0|0|5|disabled =,['High'],[],"['High', 'High', 'High']",['High'],0.0,0.0,c41828d7-d1eb-4a82-9321-5992f3572930
aarav,qm125,red,1,195,false,,0.0,0.0,None,,,7H|5Lcone,0.0,,None,,,,0.0,0.0,0.0,0.0,4.0,,aarav|qm|125|red|1|195|false||0|false||||3H|5Lcone|0||||||false|false|0|0|4|,[],[],"['High', 'Low']",[],0.0,0.0,ca5f3269-51ed-4819-821e-393dd4bcc2ac
Agneya,qm125,red,2,3161,true,6H,0.0,1.0,Engage,Engage,,5M|5H|4M|2M|1M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Agneya|qm|125|red|2|3161|true|4H|0|true|Engage|Engage||5M|5H|6M|8M|9M|0||Engage|Engage|||false|false|0|0|4|,['High'],[],"['Mid', 'Mid']","['Mid', 'High', 'Mid']",0.0,0.0,a43152a0-e2c4-486c-8c49-39e7965c4164
darren,qm125,red,3,6431,true,,1.0,1.0,None,,,,0.0,,None,None,,,0.0,0.0,100.0,0.0,1.0,,darren|qm|125|red|3|6431|true||1|true|||||0|||None|||false|false|100|0|1|,[],[],[],[],0.0,0.0,259b8d4e-4115-44af-bc81-59b42ef588ac
paul,qm126,blue,3,1629,true,5H,0.0,0.0,Engage,Engage,,1M|2M|3M|3H|4H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,paul|qm|126|blue|3|1629|true|5H|0|false|Engage|Engage||1M|2M|3M|3H|4H|0||Engage|Engage|||false|false|0|0|4|,[],['High'],"['Mid', 'Mid', 'High', 'High']",['Mid'],1.0,1.0,f53e183a-00e8-4a76-878a-1e97f2c85c68
Nicole,qm126,blue,2,1757,true,1H,1.0,1.0,None,None,,2H|4Lcone|4M|5M|6M|6H|7M|7H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Nicole|qm|126|blue|2|1757|true|1H|1|true||None||2H|4Lcone|4M|5M|6M|6H|7M|7H|0||Engage|Engage|||false|false|0|0|4|,['High'],[],"['Low', 'Mid', 'Mid', 'High', 'Mid', 'High']","['High', 'Mid']",1.0,1.0,c9b0add5-16f4-460d-aae0-1da78ff9479f
Sanjay,qm126,blue,1,3932,false,8H,0.0,1.0,None,None,,6Lcube|8Lcone|8M|9M|9H,0.0,,Engage,Engage,5,,0.0,0.0,0.0,0.0,4.0,W driving but slow arm,Sanjay|qm|126|blue|1|3932|false|8H|0|true||None||6Lcube|8Lcone|8M|9M|9H|0||Engage|Engage|5||false|false|0|0|4|W driving but slow arm,[],['High'],"['Low', 'Mid', 'High']","['Low', 'Mid']",1.0,1.0,b4646fa0-4c54-4f0d-a9b6-67632dd88f47
sarah,qm126,red,2,494,true,5H,0.0,1.0,Engage,Engage,,4M|4H|3H|2H|1Lcube|1H,1.0,,Engage,Engage,6,,0.0,0.0,0.0,0.0,0.0,,sarah|qm|126|red|2|494|true|5H|0|true|Engage|Engage||6M|6H|7H|8H|9Lcube|9H|1||Engage|Engage|6||false|false|0|0|0|,[],['High'],"['Mid', 'High', 'High', 'High']","['High', 'Low']",1.0,1.0,1e44b4aa-3fc0-4d35-894e-6a75b87e996a
Rachel,qm126,red,1,5274,true,2Lcube,0.0,1.0,None,None,,6Lcube|5Lcube|4Lcube|1Lcube|1M,0.0,,Engage,Engage,6,,0.0,0.0,0.0,0.0,0.0,,Rachel|qm|126|red|1|5274|true|8Lcube|0|true||None||4Lcube|5Lcube|6Lcube|9Lcube|9M|0||Engage|Engage|6||false|false|0|0|0|,[],['Low'],['Mid'],"['Low', 'Low', 'Low', 'Low']",1.0,1.0,197ca39a-ee64-4903-bd3c-e2b6a44fe085
darren,qm126,red,3,5804,true,9H,0.0,1.0,None,None,,9Lcube|8Lcube|8H|7Lcube|7H|6H|3M|2M,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,darren|qm|126|red|3|5804|true|1H|0|true||None||1Lcube|2Lcube|2H|3Lcube|3H|4H|7M|8M|0||Engage|Engage|||false|false|0|0|4|,['High'],[],"['High', 'High', 'Mid']","['Low', 'Low', 'High', 'Low', 'Mid']",1.0,1.0,8f1cfcc2-5542-4448-898e-f6ee807fce9f
paul,qm127,blue,3,857,true,7H,0.0,1.0,None,,,1M|3M|3H|4M,0.0,,Engage,Engage,4,,0.0,0.0,0.0,0.0,0.0,,paul|qm|127|blue|3|857|true|7H|0|true||||1M|3M|3H|4M|0||Engage|Engage|4||false|false|0|0|0|,['High'],[],"['Mid', 'Mid', 'High', 'Mid']",[],1.0,1.0,227679d8-3d9f-428f-acf9-8381c1c5f25a
Sanjay,qm127,blue,1,1746,true,1Lcube|2Lcube|3Lcube,0.0,0.0,None,,,4H|5H|7H|9M|9H,1.0,,Engage,Engage,4,,0.0,0.0,0.0,0.0,4.0,,Sanjay|qm|127|blue|1|1746|true|1Lcube|2Lcube|3Lcube|0|false||||4H|5H|7H|9M|9H|1||Engage|Engage|4||false|false|0|0|4|,[],"['Low', 'Low', 'Low']","['High', 'High', 'Mid', 'High']",['High'],1.0,1.0,f252be21-4931-4523-8f77-a7959776f8fc
Nicole,qm127,blue,2,9030,true,8H,0.0,1.0,None,,,2M|2H|5M|8M,0.0,,Engage,Engage,,,0.0,1.0,0.0,0.0,0.0,,Nicole|qm|127|blue|2|9030|true|8H|0|true||||2M|2H|5M|8M|0||Engage|Engage|||false|true|0|0|0|,[],['High'],[],"['Mid', 'High', 'Mid', 'Mid']",1.0,1.0,900162c6-6966-4363-9446-ef97f0d887b8
aarav,qm127,red,1,4145,true,2H,0.0,1.0,None,,,4M|4H|3H|2M|1M|1H,0.0,,Engage,,,,0.0,0.0,0.0,0.0,4.0,,aarav|qm|127|red|1|4145|true|8H|0|true||||6M|6H|7H|8M|9M|9H|0||Engage||||false|false|0|0|4|,[],['High'],"['Mid', 'High', 'High', 'Mid', 'High']",['Mid'],1.0,0.0,060a0ee4-2a80-458d-86de-c6a06a33d4d5
Agneya,qm127,red,2,5665,true,,1.0,1.0,None,None,,9H|8H|7H|6H|4Lcube,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Agneya|qm|127|red|2|5665|true||1|true||None||1H|2H|3H|4H|6Lcube|1||Engage|Engage|||false|false|0|0|4|,[],[],"['High', 'High', 'High']","['High', 'Low']",1.0,0.0,0e9b2231-453d-4ef8-8bf3-185355842dae
Suzy,qm127,red,3,9140,false,5H,0.0,0.0,Engage,Engage,,9M|8M|7M|6M|5M,0.0,,Engage,Engage,17,,0.0,0.0,0.0,0.0,4.0,,Suzy|qm|127|red|3|9140|false|5H|0|false|Engage|Engage||1M|2M|3M|4M|5M|0||Engage|Engage|17||false|false|0|0|4|,[],['High'],"['Mid', 'Mid', 'Mid']","['Mid', 'Mid']",1.0,0.0,a5296a82-ed8d-4db3-9509-809f61b2b236
paul,qm128,blue,3,1836,true,8Lcube,0.0,1.0,None,None,,1Lcube|2Lcube|3Lcube|5Lcube|9Lcube,0.0,,None,,3,,0.0,1.0,0.0,0.0,0.0,,paul|qm|128|blue|3|1836|true|8Lcube|0|true||None||1Lcube|2Lcube|3Lcube|5Lcube|9Lcube|0||||3||false|true|0|0|0|,[],['Low'],[],"['Low', 'Low', 'Low', 'Low', 'Low']",0.0,0.0,cd306b5b-1172-46d8-b5b2-3e531f0ada64
Nicole,qm128,blue,2,5338,true,1H,0.0,1.0,None,,,1Lcone|2H|3H|5Lcube|5H|6H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Nicole|qm|128|blue|2|5338|true|1H|0|true||||1Lcone|2H|3H|5Lcube|5H|6H|0||Engage|Engage|||false|false|0|0|0|,['High'],[],"['Low', 'High', 'High']","['High', 'Low', 'High']",0.0,0.0,e5875a28-ee39-40b7-a8d1-cee085bf98f2
sanjay,qm128,blue,1,9084,true,4H,0.0,1.0,Engage,Engage,,7M|7H|8Lcube|8H|9Lcone|9H,1.0,,Engage,Engage,4,,0.0,0.0,0.0,0.0,4.0,,Sanjay l|qm|128|blue|1|9084|true|4H|0|true|Engage|Engage||7M|7H|8Lcube|8H|9Lcone|9H|1||Engage|Engage|4||false|false|0|0|4|,['High'],[],"['Mid', 'High', 'Low', 'High']","['Low', 'High']",0.0,0.0,cb9e45f5-95f0-434e-8d5d-56532761042a
Aanshi,qm128,red,3,955,true,4H,0.0,1.0,Engage,Engage,,9M|8M|7M|7H|5Lcone|5M,0.0,,None,None,,,0.0,0.0,0.0,0.0,2.0,,Aanshi|qm|128|red|3|955|true|6H|0|true|Engage|Engage||1M|2M|3M|3H|5Lcone|5M|0|||None|||false|false|0|0|2|,['High'],[],"['Mid', 'Mid', 'High', 'Low']","['Mid', 'Mid']",0.0,0.0,50b53770-80f7-4939-bfe9-a948b84e7af1
Agneya,qm128,red,2,1501,true,1H,0.0,1.0,None,None,,6M|5Lcube|5H|4Lcube|4M|4H|2Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Agneya|qm|128|red|2|1501|true|9H|0|true||None||4M|5Lcube|5H|6Lcube|6M|6H|8Lcube|0||Engage|Engage|||false|false|0|0|4|,['High'],[],"['Mid', 'Mid', 'High']","['Low', 'High', 'Low', 'Low']",0.0,0.0,c566a08b-3a0d-44c2-85db-574a9765f4fd
aarav,qm128,red,1,4419,false,,1.0,1.0,None,,,8H|7H|1M|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,,aarav||128|red|1|4419|false||1|true||||2H|3H|9M|9H|0||Engage|Engage|||false|false|0|0|5|,[],[],"['High', 'Mid', 'High']",['High'],0.0,0.0,a1fec512-e068-4b1d-b7a1-c511b1ecd817
paul,qm129,blue,3,1816,true,6H,0.0,1.0,Engage,Engage,,1Lcube|2Lcube|2M|3Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,,paul|qm|129|blue|3|1816|true|6H|0|true|Engage|Engage||1Lcube|2Lcube|2M|3Lcube|0||Engage|Engage|||false|false|0|0|5|,['High'],[],[],"['Low', 'Low', 'Mid', 'Low']",1.0,1.0,fc3a5b86-1a80-4a9c-b825-b2586045e869
Sanjay,qm129,blue,1,3218,true,1H|2H,0.0,1.0,None,,,5M|5H|5H|6Lcube|7Lcube|7H|8Lcube,2.0,,Engage,Engage,4,,0.0,0.0,0.0,0.0,2.0,,Sanjay|qm|129|blue|1|3218|true|1H|2H|0|true||||5M|5H|5H|6Lcube|7Lcube|7H|8Lcube|2||Engage|Engage|4||false|false|0|0|2|,['High'],['High'],['High'],"['Mid', 'High', 'High', 'Low', 'Low', 'Low']",1.0,1.0,2b5c5a20-241b-4115-86bc-09723c2d1dc4
Nicole,qm129,blue,2,3572,true,8M,1.0,1.0,None,,,2H|3H|4H|6M|7Lcube,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Nicole|qm|129|blue|2|3572|true|8M|1|true||||2H|3H|4H|6M|7Lcube|1||Engage|Engage|||false|false|0|0|4|,[],['Mid'],"['High', 'High', 'Mid']","['High', 'Low']",1.0,1.0,6db0dd28-fbaa-4c3a-b452-e17115c220b6
Aanshi,qm129,red,3,1466,true,5H,0.0,1.0,Engage,Engage,,9Lcube|9H|8Lcube|8M|7M|5Lcone|4Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,,Aanshi|qm|129|red|3|1466|true|5H|0|true|Engage|Engage||1Lcube|1H|2Lcube|2M|3M|5Lcone|6Lcube|0||Engage|Engage|||false|false|0|0|5|,[],['High'],"['High', 'Mid', 'Low']","['Low', 'Low', 'Mid', 'Low']",0.0,0.0,ce9e0b12-5441-47ed-b591-fbf31f3fda55
Agneya,qm129,red,2,3039,true,9H|8H|7Lcube,1.0,1.0,None,None,,7H|6M|6H|5M|4Lcube|4M|4H|3Lcone,0.0,,None,None,,,0.0,0.0,0.0,0.0,5.0,,Agneya|qm|129|red|2|3039|true|1H|2H|3Lcube|1|true||None||3H|4M|4H|5M|6Lcube|6M|6H|7Lcone|0|||None|||false|false|0|0|5|,['High'],"['High', 'Low']","['High', 'Mid', 'High', 'Mid', 'High', 'Low']","['Mid', 'Low']",0.0,0.0,a46edfac-e408-4eeb-a7a7-3b3136237401
aarav,qm129,red,1,8808,true,2H,0.0,1.0,None,,,3H|2Lcube|1Lcube|1H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,2.0,,aarav|qm|129|red|1|8808|true|8H|0|true||||7H|8Lcube|9Lcube|9H|0||Engage|Engage|||false|false|0|0|2|,[],['High'],"['High', 'High']","['Low', 'Low']",0.0,0.0,5af9e686-ea35-4335-a545-dbf641e08c36
Shashwat,qm13,blue,2,1501,true,6H,0.0,1.0,None,,,1H|3H|4M|4H|8Lcone,1.0,,None,Park,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|1501|blue|2|1501|true|6H|0|true||||1H|3H|4M|4H|8Lcone|1|||Park|||false|false|0|0|0|,['High'],[],"['High', 'High', 'Mid', 'High', 'Low']",[],0.0,0.0,fa3bf6d3-2a1f-4123-b20a-3dd6388fdf09
Nikhil,qm13,blue,1,4099,true,,0.0,0.0,None,,,2H|4Lcube|5Lcube|6H|7Lcone,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Nikhil|qm|13|blue|1|4099|true||0|false||||2H|4Lcube|5Lcube|6H|7Lcone|0||Engage|Engage|||false|false|0|0|4|,[],[],"['High', 'Low']","['High', 'Low', 'Low']",0.0,0.0,8162aa54-5e2b-42e7-b3a4-9def3b9dba22
sarah,qm13,blue,3,8808,true,8H,0.0,1.0,None,None,,1H|2M|5M|8M,0.0,,Engage,Engage,5,,0.0,0.0,0.0,0.0,2.0,,sarah|qm|13|blue|3|8808|true|8H|0|true||None||1H|2M|5M|8M|0||Engage|Engage|5||false|false|0|0|2|,[],['High'],['High'],"['Mid', 'Mid', 'Mid']",0.0,0.0,a9cc5d04-7360-4ce0-ad32-fe82bfc50ef4
alexander,qm13,red,3,4145,true,5H,0.0,1.0,Engage,None,,9M|9H|7H|6H|4H,1.0,,Engage,Engage,,Triple Engage,0.0,0.0,0.0,0.0,4.0,,alexander|qm|13|red|3|4145|true|5H|0|true|Engage|None||1M|1H|3H|4H|6H|1||Engage|Engage||Triple Engage|false|false|0|0|4|,[],['High'],"['Mid', 'High', 'High', 'High', 'High']",[],1.0,1.0,60aabbcc-bf23-456b-b633-7ac3063d0186
Blen,qm13,red,2,8847,true,8M,0.0,0.0,None,,,9Lcube|8Lcube|7Lcube|6Lcube|5Lcube|4Lcube|3Lcube|2Lcube,1.0,goes through charge station and non cable carrier side ,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Blen|qm|13|red|2|8847|true|2M|0|false||||1Lcube|2Lcube|3Lcube|4Lcube|5Lcube|6Lcube|7Lcube|8Lcube|1|goes through charge station and non cable carrier side |Engage|Engage|||false|false|0|0|4|,[],['Mid'],[],"['Low', 'Low', 'Low', 'Low', 'Low', 'Low', 'Low', 'Low']",1.0,1.0,be7408ac-733b-4c18-a24e-015eeba1b39d
Sydney,qm13,red,1,9023,true,1M,0.0,1.0,None,None,,3M|2M,1.0,,Engage,Engage,5,,0.0,0.0,0.0,0.0,2.0,,Sydney|qm|13|red|1|9023|true|9M|0|true||None||7M|8M|1||Engage|Engage|5||false|false|0|0|2|,['Mid'],[],['Mid'],['Mid'],1.0,1.0,5eac153c-09d9-431a-af16-31c4795bc01b
Shashwat,qm14,blue,2,857,true,6H,0.0,0.0,None,None,,1Lcone|1M|1H|2H|3H|5M,1.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,,Shashwat|qm|14|blue|2|857|true|6H|0|false||None||1Lcone|1M|1H|2H|3H|5M|1||Engage|Engage|||false|false|0|0|0|,['High'],[],"['Low', 'Mid', 'High', 'High']","['High', 'Mid']",1.0,1.0,315640f4-6ee8-4eaf-8274-4b6c89021bd3
Rachel,qm14,blue,3,4905,true,,0.0,1.0,None,None,,,0.0,,Engage,Engage,,,0.0,0.0,100.0,2.0,0.0,not very heavy so defense was not effective,Rachel|qm|14|blue|3|4905|true||0|true||None|||0||Engage|Engage|||false|false|100|2|0|not very heavy so defense was not effective,[],[],[],[],1.0,1.0,3d0660fb-03a6-4d55-beb6-1926fef97ce1
Nikhil,qm14,blue,1,5338,true,9H,0.0,1.0,None,,,4H|5H|7Lcube|7H|8Lcube|8H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,,Nikhil|qm|14|blue|1|5338|true|9H|0|true||||4H|5H|7Lcube|7H|8Lcube|8H|0||Engage|Engage|||false|false|0|0|4|,['High'],[],"['High', 'High']","['High', 'Low', 'Low', 'High']",1.0,1.0,528da4f1-0537-4caf-87de-24ba22db8bd3
alexander,qm14,red,3,900,true,4H,0.0,1.0,Engage,Engage,,8Lcone|7Lcube|6Lcone|6H|2H,0.0,,Engage,Engage,,Double Engage,0.0,0.0,0.0,0.0,0.0,,alexander|qm|14|red|3|900|true|6H|0|true|Engage|Engage||2Lcone|3Lcube|4Lcone|4H|8H|0||Engage|Engage||Double Engage|false|false|0|0|0|,['High'],[],"['Low', 'Low', 'High']","['Low', 'High']",0.0,0.0,3683457f-cac1-4913-9f8a-9e80f834cda6
Blen,qm14,red,2,3572,true,,1.0,1.0,None,,,1H,0.0,tipped over when retracting arm ,None,,,,0.0,1.0,0.0,0.0,3.0,,Blen|qm|14|red|2|3572|true||1|true||||9H|0|tipped over when retracting arm |||||false|true|0|0|3|,[],[],['High'],[],0.0,0.0,79693ecd-1e11-427c-9b15-f96615be2403
Sydney,qm14,red,1,7428,false,8H,0.0,1.0,None,None,,5Lcube|5M|4Lcube,0.0,,Engage,Engage,7,,0.0,0.0,0.0,0.0,3.0,Easily defended ,Sydney|qm|14|red|1|7428|false|2H|0|true||None||5Lcube|5M|6Lcube|0||Engage|Engage|7||false|false|0|0|3|Easily defended ,[],['High'],[],"['Low', 'Mid', 'Low']",0.0,0.0,bce1b101-a860-43a8-b969-62afabdf6b1e
Nikhil,qm15,blue,1,4663,true,8H,0.0,1.0,None,,,7M|7H|8M|9Lcone|9M|9M|9H,0.0,,Engage,Engage,,All 3 got on,0.0,0.0,0.0,0.0,5.0,,Nikhil|qm|15|blue|1|4663|true|8H|0|true||||7M|7H|8M|9Lcone|9M|9M|9H|0||Engage|Engage||All 3 got on|false|false|0|0|5|,[],['High'],"['Mid', 'High', 'Low', 'Mid', 'Mid', 'High']",['Mid'],1.0,1.0,1e1fa8f5-33d1-4f28-9e0c-9d9a37840540
