,ScoutId,MatchKey,Alliance,DriverStation,TeamNumber,Preloaded,AutoGrid,AutoMissed,Mobile,AutoAttemptedCharge,AutoChargingState,AutoNotes,TeleopGrid,TeleopMissed,TeleopNotes,EndgameAttemptedCharge,EndgameFinalCharge,FinalChargeTime,EndgameNotes,Disable,Tippy,DefenseTime,DefenseRating,DriverRating,RatingNotes
458,Sophia T,qm93,blue,2,3039,true,8H|9H,0.0,1.0,None,None,,2M|4Lcone|5Lcone|5M|5H|6M|6H,0.0,only intakes from ground,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
459,Abhimanyu Ghosh,qm93,red,1,8592,true,3H|2H,0.0,0.0,None,None,,2Lcube|1H,0.0,,None,None,,,1.0,0.0,0.0,0.0,2.0,
460,Sydney,qm93,red,3,9030,true,8H,0.0,1.0,None,None,,9Lcube|8Lcube|8M|5M,0.0,,None,Park,,,0.0,0.0,0.0,0.0,2.0,
461,Adrian,qm93,red,2,9062,true,5Lcone,0.0,1.0,Engage,Engage,,7Lcube|6Lcube|3Lcube,1.0,,Engage,Dock,11.3,,0.0,0.0,0.0,0.0,0.0,Launches cubes slowly
462,paul,qm94,blue,3,2642,true,7H,0.0,1.0,None,,,1H|4M|4H|6M|6H,0.0,,Engage,,,tipped in charge station,0.0,1.0,0.0,0.0,2.0,
463,Olivia,qm94,blue,1,7617,true,5H,0.0,1.0,Engage,Dock,,2M|5M|7Lcone|8Lcube|8H|9Lcone|9H,0.0,,None,,,,0.0,1.0,0.0,0.0,2.0,
464,Sophia T,qm94,blue,2,8015,true,1Lcone,0.0,1.0,None,None,,2Lcube,0.0,stopped moving in the beginning of the match while trying to score a cube in a hybrid node. problem with drivetrain (?) but intake still worked,None,None,,,0.0,0.0,0.0,0.0,0.0,
465,Adrian,qm94,red,2,3538,true,2Lcube|2M|1Lcone,0.0,1.0,None,,,6H|4H|3Lcone|3M|3H|2H|1H,0.0,,Engage,Dock,2.4,,0.0,0.0,0.0,0.0,4.0,
466,Sydney,qm94,red,3,4069,true,8H,0.0,1.0,None,None,,9M|9H|8M|7M|7H,0.0,,None,Park,,,0.0,0.0,0.0,0.0,0.0,
467,Abhimanyu Ghosh,qm94,red,1,4329,true,5H,0.0,0.0,None,Dock,,3M|1M,1.0,,None,None,,Collided with a several things,1.0,0.0,0.0,0.0,2.0,
468,Olivia,qm95,blue,1,5172,true,5M,0.0,0.0,Engage,Engage,,5Lcone|6Lcube|7Lcube|8Lcone|9Lcube,0.0,they took a long time to get piece from single substation ,Engage,Dock,,,0.0,0.0,0.0,0.0,2.0,
469,Sophia T,qm95,blue,2,5338,true,9H,0.0,1.0,None,None,,4M,0.0,struggled to score high cone nodes| ended up scoring mid cone instead,Engage,Park,,,0.0,1.0,0.0,0.0,0.0,
470,paul,qm95,blue,3,6909,true,2H,0.0,0.0,None,,,1Lcube|2M,0.0,,Engage,,,,0.0,0.0,0.0,0.0,1.0,
471,Abhimanyu Ghosh,qm95,red,1,3218,true,1H,0.0,0.0,None,,,5Lcube|3M|3H|2M|2H|1M,0.0,,None,Engage,,Able to shoot behind charge station. ,0.0,0.0,0.0,0.0,0.0,
472,Adrian,qm95,red,2,3940,true,5H,0.0,1.0,Engage,None,Charge station was bad,8Lcube|6H|5Lcube|4H,0.0,,Engage,Engage,9.1,,0.0,0.0,0.0,0.0,4.0,
473,Sydney,qm95,red,3,4099,true,9H,2.0,1.0,None,None,,9Lcube|8Lcube|8M|8H|7Lcube|7H|5Lcube|4Lcube|2Lcube,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
474,paul,qm96,blue,3,503,false,2M,0.0,1.0,None,,,1Lcone|1M|1H|2H|3Lcube|3M|3H,0.0,,Engage,Engage,2,,0.0,0.0,0.0,0.0,4.0,
475,Sophia T,qm96,blue,2,6606,true,,0.0,1.0,None,None,,8H,0.0,dropped a cube while intaking from the double substation| fell over while trying to engage charge station,Engage,None,,,0.0,1.0,0.0,0.0,1.0,extremely tippy| has to stop every couple seconds to prevent from falling over
476,Olivia,qm96,blue,1,7072,true,5M,0.0,1.0,Engage,Engage,,1Lcone|4Lcube|6Lcube|7Lcube|8Lcube|9Lcube,0.0,,None,None,,,0.0,0.0,0.0,0.0,3.0,
477,Agneya,qm96,red,2,1836,true,9Lcube|8M|8H,0.0,1.0,None,None,,6Lcone|6M|5Lcone|5M|5H|4Lcone|4M|4H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,5.0,
478,Sydney,qm96,red,3,1156,true,4M,0.0,1.0,Engage,Engage,,9M|8M|8H|7Lcone|6M|5M|5H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
479,Adrian,qm96,red,2,1836,true,1Lcube,0.0,1.0,None,,,5Lcube|5M|4Lcube|3Lcube|2Lcube|1Lcube,0.0,,Engage,Engage,3.2,,0.0,0.0,0.0,0.0,0.0,
480,5804,qm96,red,1,5804,true,7H|6Lcone,0.0,0.0,None,None,,7H|6H|4H|3H|2H,0.0,,None,Park,,,1.0,0.0,0.0,0.0,0.0,Able to grab and drop cones quickly and accurately
481,Sophia T,qm97,blue,2,955,true,5Lcube|6H,0.0,1.0,Engage,Engage,,4M|4H|5H|7Lcone,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
482,Olivia,qm97,blue,1,1023,true,9M,1.0,1.0,None,,,1Lcone|1M|3M|5M|6M|7M|8Lcone|8M,0.0,Almost tipped over after bumping into fence,Engage,Engage,,,0.0,0.0,0.0,0.0,4.0,
483,paul,qm97,blue,3,6817,true,2M,0.0,1.0,None,,,,0.0,,Engage,Engage,8,,0.0,0.0,100.0,1.0,1.0,
484,Abhimanyu Ghosh,qm97,red,1,177,true,2Lcube,1.0,0.0,None,None,,3M|3H|2M|1H,1.0,,None,Engage,,,0.0,0.0,0.0,0.0,0.0,
485,Sydney,qm97,red,3,5006,true,4H,0.0,0.0,Engage,Engage,,9H|7H|6H|2H|1M,0.0,,None,Park,,,0.0,0.0,0.0,0.0,0.0,
486,Adrian,qm97,red,2,8016,true,8H,0.0,1.0,None,,,6M|5Lcube|5H|4M,0.0,,Engage,Engage,2.5,,0.0,0.0,0.0,0.0,3.0,
487,Olivia,qm98,blue,1,1538,true,8H|9H,1.0,1.0,None,,cone fell on the mid row ,1M|3H|4M|4H|7M|7H|8Lcone|9Lcone|9M,0.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,5.0,
488,Sophia T,qm98,blue,2,7285,false,2M|3M,0.0,1.0,None,None,,1M|4M|4H|5H,2.0,can easily climb the charge station,Engage,None,,was pushed off the charge station by 1538,0.0,0.0,0.0,0.0,4.0,
489,paul,qm98,blue,3,9023,false,5M,0.0,1.0,Engage,Engage,,,0.0,,Engage,,,,0.0,1.0,80.0,3.0,2.0,
490,Abhimanyu Ghosh,qm98,red,1,3572,true,8M,0.0,0.0,None,,,3M|3H|2M|1M,2.0,,None,Engage,,,0.0,0.0,0.0,0.0,4.0,
491,Sydney,qm98,red,3,3932,true,5H,0.0,0.0,Engage,Engage,,9Lcube|9M|9H|8Lcube|8H|7H,0.0,,Engage,Engage,,,0.0,0.0,0.0,0.0,0.0,
492,Adrian,qm98,red,2,4419,true,1M|1M|1H,0.0,1.0,None,,,6Lcube|6M|6H|5M|4M|4H|2H|1M|1M,0.0,,None,,,,0.0,0.0,0.0,0.0,4.0,
493,Arav and Owen,qm99,blue,2,1746,true,2H,0.0,1.0,None,None, | ,1H|3H|4H|6M|8Lcone,0.5, | ,None,None,, | ,0.0,0.0,10.0,0.5,4.0, | 
494,Ryan Zhao and Joshua,qm99,blue,1,6657,true,5M,0.0,1.0,Engage,Engage, | ,2Lcube|3Lcube|5Lcube|8Lcube,0.0,pretty solid hybrid | Good cycle speed and focus on scoring,Engage,Engage,, | Double ,0.0,0.0,0.0,0.0,2.0, | 
495,Aran,qm99,red,1,3005,true,5Lcube,1.0,1.0,None,None,,3H|2M|1Lcone|1M|1H,1.0,,Engage,Dock,,,0.0,0.0,0.0,0.0,0.0,
496,Amogh,qm99,red,2,4663,true,,0.0,0.0,None,,,9M|7H|6H|4H,0.0,,Engage,Park,,,0.0,0.0,0.0,0.0,2.0,
497,Chris,qm107,red,1,5006,true,,1.0,false,Engage,Dock,,5H|4Lcone|3H|1H,0.0,,Engage,Engage,,,false,false,0.0,0.0,0.0,
498,alexander,qm107,red,3,4069,true,2H,1.0,true,None,None,,9M|9H|6H|5M|4H,0.0,,Engage,Engage,,Triple Engage,false,false,0.0,0.0,0.0,
499,Shashwat,qm107,blue,2,8717,false,5H,0.0,true,None,Dock,,1Lcube|2Lcube|5M,0.0,,Engage,None,,,false,false,0.0,0.0,2.0,
500,sarah,qm107,blue,3,1746,true,2Lcube|2H,1.0,true,None,None,,1H|3H|4H|6H|7H,1.0,,Engage,Dock,,,false,false,0.0,0.0,0.0,
501,Nikhil,qm107,blue,1,6431,true,,0.0,true,None,None,,6H|7H,0.0,,Engage,Dock,,,true,false,0.0,0.0,3.0,
502,Blen,qm107,red,2,7285,true,8Lcone|8M,0.0,true,None,,,8Lcube|8H|7M|7H|6M|4M|3Lcone,1.0,,Engage,Engage,,,false,false,0.0,0.0,4.0,
